state,electorate,polling_place,polling_place_raw,yes_or_no,yes_n,yes_p,no_n,no_p,formal_n,formal_p,informal_n,informal_p,total_n,total_p
QLD,Maranoa,Applethorpe,Applethorpe,No,98,0.2908,239,0.7092,337,0.9883,4,0.011699999999999999,341,0.0043
QLD,Maranoa,Augathella,Augathella,No,66,0.2095,249,0.7905,315,0.9875,4,0.0125,319,0.004
QLD,Maranoa,Ballandean,Ballandean,No,118,0.3933,182,0.6067,300,0.9901000000000001,3,0.009899999999999999,303,0.0038
QLD,Maranoa,Bauhinia Downs,Bauhinia Downs,No,18,0.1192,133,0.8808,151,1.0,0,0.0,151,0.0019
QLD,Maranoa,Bedourie,Bedourie,No,14,0.3333,28,0.6667000000000001,42,1.0,0,0.0,42,0.0005
QLD,Maranoa,Bell,Bell,No,72,0.1805,327,0.8195,399,0.995,2,0.005,401,0.0051
QLD,Maranoa,Birdsville,Birdsville,No,14,0.3784,23,0.6215999999999999,37,0.9487000000000001,2,0.0513,39,0.0005
QLD,Maranoa,Blackall,Blackall,No,180,0.212,669,0.7879999999999999,849,0.9953,4,0.004699999999999999,853,0.0108
QLD,Maranoa,Blackwater,Blackwater,No,378,0.31010000000000004,841,0.6899,1219,0.9943000000000001,7,0.005699999999999999,1226,0.0155
QLD,Maranoa,Blackwater North,Blackwater North,No,299,0.38280000000000003,482,0.6172,781,0.9987,1,0.0013,782,0.009899999999999999
QLD,Maranoa,Bluff,Bluff,No,77,0.3105,171,0.6895,248,0.996,1,0.004,249,0.0032
QLD,Maranoa,Bollon,Bollon,No,27,0.18489999999999998,119,0.8151,146,1.0,0,0.0,146,0.0018
QLD,Maranoa,Brigalow,Brigalow,No,36,0.2022,142,0.7978000000000001,178,1.0,0,0.0,178,0.0023
QLD,Maranoa,Bringalily South,Bringalily South,No,13,0.13,87,0.87,100,1.0,0,0.0,100,0.0013
QLD,Maranoa,Brisbane City,Brisbane City (Maranoa),No,34,0.36560000000000004,59,0.6344,93,1.0,0,0.0,93,0.0012
QLD,Maranoa,Broadwater Crossing,Broadwater Crossing,No,100,0.2817,255,0.7182999999999999,355,0.9915999999999999,3,0.0084,358,0.0045000000000000005
QLD,Maranoa,Bungunya,Bungunya,No,1,0.0147,67,0.9853000000000001,68,1.0,0,0.0,68,0.0009
QLD,Maranoa,Burra Burri,Burra Burri,No,3,0.041100000000000005,70,0.9589,73,0.9865,1,0.013500000000000002,74,0.0009
QLD,Maranoa,Canaga,Canaga,No,2,0.031200000000000002,62,0.9688,64,0.9845999999999999,1,0.0154,65,0.0008
QLD,Maranoa,Cecil Plains,Cecil Plains,No,46,0.1661,231,0.8339,277,0.9928,2,0.0072,279,0.0034999999999999996
QLD,Maranoa,Charleville,Charleville,No,395,0.25780000000000003,1137,0.7422,1532,0.9929000000000001,11,0.0070999999999999995,1543,0.0195
QLD,Maranoa,Charleville Hospital,Charleville Hospital,No,67,0.20550000000000002,259,0.7945,326,0.9879000000000001,4,0.0121,330,0.0042
QLD,Maranoa,Chinchilla,Chinchilla,No,381,0.1918,1605,0.8081999999999999,1986,0.9925,15,0.0075,2001,0.0253
QLD,Maranoa,Chinchilla Hospital,Chinchilla Hospital,No,94,0.1448,555,0.8552,649,0.9984999999999999,1,0.0015,650,0.008199999999999999
QLD,Maranoa,Clintonvale,Clintonvale,No,17,0.1635,87,0.8365,104,1.0,0,0.0,104,0.0013
QLD,Maranoa,Comet,Comet,No,15,0.1442,89,0.8558,104,1.0,0,0.0,104,0.0013
QLD,Maranoa,Condamine,Condamine,No,33,0.16670000000000001,165,0.8332999999999999,198,1.0,0,0.0,198,0.0025
QLD,Maranoa,Cooranga North,Cooranga North,No,8,0.1081,66,0.8919,74,1.0,0,0.0,74,0.0009
QLD,Maranoa,Cottonvale,Cottonvale,No,89,0.3309,180,0.6690999999999999,269,0.9963,1,0.0037,270,0.0034000000000000002
QLD,Maranoa,Cunnamulla,Cunnamulla,No,185,0.245,570,0.755,755,0.9947,4,0.0053,759,0.0096
QLD,Maranoa,Dalby,Dalby,No,462,0.2212,1627,0.7787999999999999,2089,0.9919,17,0.008100000000000001,2106,0.026699999999999998
QLD,Maranoa,Dalby North,Dalby North,No,263,0.2116,980,0.7884,1243,0.9968,4,0.0032,1247,0.0158
QLD,Maranoa,Dalby South,Dalby South,No,306,0.2268,1043,0.7731999999999999,1349,0.9941,8,0.0059,1357,0.0172
QLD,Maranoa,Dalveen,Dalveen,No,27,0.21600000000000003,98,0.784,125,0.9921,1,0.0079,126,0.0016
QLD,Maranoa,Dingo,Dingo,No,28,0.16469999999999999,142,0.8353,170,0.9884000000000001,2,0.0116,172,0.0022
QLD,Maranoa,Dirranbandi,Dirranbandi,No,91,0.2898,223,0.7101999999999999,314,0.9904999999999999,3,0.0095,317,0.004
QLD,Maranoa,Drillham,Drillham,No,22,0.17600000000000002,103,0.8240000000000001,125,1.0,0,0.0,125,0.0016
QLD,Maranoa,Duaringa,Duaringa,No,35,0.1509,197,0.8491,232,1.0,0,0.0,232,0.0029
QLD,Maranoa,Dulacca,Dulacca,No,29,0.18239999999999998,130,0.8176000000000001,159,1.0,0,0.0,159,0.002
QLD,Maranoa,Emerald,Emerald,No,783,0.27390000000000003,2076,0.7261,2859,0.99,29,0.01,2888,0.0366
QLD,Maranoa,Emerald North,Emerald North,No,343,0.309,767,0.691,1110,0.9954999999999999,5,0.0045000000000000005,1115,0.0141
QLD,Maranoa,Emerald South,Emerald South,No,117,0.3055,266,0.6945,383,0.9974,1,0.0026,384,0.0049
QLD,Maranoa,Eukey,Eukey,No,32,0.26890000000000003,87,0.7311,119,0.9917,1,0.0083,120,0.0015
QLD,Maranoa,Eulo,Eulo,No,7,0.12279999999999999,50,0.8772,57,1.0,0,0.0,57,0.0007000000000000001
QLD,Maranoa,Eumamurrin,Eumamurrin,No,9,0.1324,59,0.8676,68,1.0,0,0.0,68,0.0009
QLD,Maranoa,Gindie,Gindie,No,28,0.3043,64,0.6957,92,1.0,0,0.0,92,0.0012
QLD,Maranoa,Glen Aplin,Glen Aplin,No,77,0.275,203,0.725,280,0.9929000000000001,2,0.0070999999999999995,282,0.0036
QLD,Maranoa,Glennie Heights,Glennie Heights,No,235,0.25429999999999997,689,0.7456999999999999,924,0.9956999999999999,4,0.0043,928,0.011699999999999999
QLD,Maranoa,Goomburra,Goomburra,No,26,0.18309999999999998,116,0.8169,142,1.0,0,0.0,142,0.0018
QLD,Maranoa,Goondiwindi,Goondiwindi,No,401,0.2327,1322,0.7673000000000001,1723,0.9954000000000001,8,0.0046,1731,0.0219
QLD,Maranoa,Goondiwindi West,Goondiwindi West,No,313,0.2249,1079,0.7751,1392,0.9936,9,0.0064,1401,0.0177
QLD,Maranoa,Guluguba,Guluguba,No,7,0.1,63,0.9,70,1.0,0,0.0,70,0.0009
QLD,Maranoa,Hannaford,Hannaford,No,14,0.28,36,0.72,50,1.0,0,0.0,50,0.0006
QLD,Maranoa,Hebel,Hebel,No,8,0.1509,45,0.8491,53,1.0,0,0.0,53,0.0007000000000000001
QLD,Maranoa,Inglestone,Inglestone,No,15,0.124,106,0.8759999999999999,121,1.0,0,0.0,121,0.0015
QLD,Maranoa,Inglewood,Inglewood,No,227,0.2963,539,0.7037,766,0.9961,3,0.0039000000000000003,769,0.0097
QLD,Maranoa,Injune,Injune,No,41,0.1349,263,0.8651000000000001,304,0.9712000000000001,9,0.0288,313,0.004
QLD,Maranoa,Isisford,Isisford,No,17,0.25,51,0.75,68,1.0,0,0.0,68,0.0009
QLD,Maranoa,Jandowae,Jandowae,No,109,0.1522,607,0.8478,716,0.9944,4,0.005600000000000001,720,0.0091
QLD,Maranoa,Jimbour,Jimbour,No,20,0.15869999999999998,106,0.8412999999999999,126,1.0,0,0.0,126,0.0016
QLD,Maranoa,Jundah,Jundah,No,16,0.2051,62,0.7948999999999999,78,1.0,0,0.0,78,0.001
QLD,Maranoa,Kaimkillenbun,Kaimkillenbun,No,20,0.0889,205,0.9111,225,0.9868000000000001,3,0.0132,228,0.0029
QLD,Maranoa,Karara,Karara,No,22,0.2115,82,0.7885,104,1.0,0,0.0,104,0.0013
QLD,Maranoa,Killarney,Killarney,No,119,0.1537,655,0.8462999999999999,774,0.9974,2,0.0026,776,0.0098
QLD,Maranoa,Kindon,Kindon,No,9,0.17309999999999998,43,0.8269,52,1.0,0,0.0,52,0.0007000000000000001
QLD,Maranoa,Kogan,Kogan,No,16,0.1553,87,0.8447,103,1.0,0,0.0,103,0.0013
QLD,Maranoa,Kupunn,Kupunn,No,14,0.1148,108,0.8852,122,1.0,0,0.0,122,0.0015
QLD,Maranoa,Leyburn,Leyburn,No,43,0.2544,126,0.7456,169,1.0,0,0.0,169,0.0021
QLD,Maranoa,Macalister,Macalister,No,23,0.19329999999999997,96,0.8067,119,1.0,0,0.0,119,0.0015
QLD,Maranoa,Maryvale,Maryvale,No,52,0.2989,122,0.7011,174,1.0,0,0.0,174,0.0022
QLD,Maranoa,Massie,Massie,No,42,0.1991,169,0.8009000000000001,211,0.9953,1,0.004699999999999999,212,0.0027
QLD,Maranoa,Meandarra,Meandarra,No,29,0.1198,213,0.8802,242,1.0,0,0.0,242,0.0031
QLD,Maranoa,Miles,Miles,No,164,0.1796,749,0.8204,913,0.9978,2,0.0022,915,0.0116
QLD,Maranoa,Millmerran,Millmerran,No,190,0.1801,865,0.8199,1055,0.9851000000000001,16,0.0149,1071,0.013600000000000001
QLD,Maranoa,Mitchell,Mitchell,No,126,0.2003,503,0.7997,629,0.9921,5,0.0079,634,0.008
QLD,Maranoa,Moonie,Moonie,No,28,0.1867,122,0.8133,150,1.0,0,0.0,150,0.0019
QLD,Maranoa,Morven,Morven,No,26,0.1793,119,0.8207,145,1.0,0,0.0,145,0.0018
QLD,Maranoa,Muckadilla,Muckadilla,No,3,0.06,47,0.94,50,1.0,0,0.0,50,0.0006
QLD,Maranoa,Mungallala,Mungallala,No,7,0.0909,70,0.9091,77,1.0,0,0.0,77,0.001
QLD,Maranoa,Mungindi,Mungindi,No,17,0.2073,65,0.7927,82,1.0,0,0.0,82,0.001
QLD,Maranoa,Murrays Bridge,Murrays Bridge,No,27,0.19010000000000002,115,0.8099,142,1.0,0,0.0,142,0.0018
QLD,Maranoa,Pratten,Pratten,No,17,0.1405,104,0.8595,121,1.0,0,0.0,121,0.0015
QLD,Maranoa,Quilpie,Quilpie,No,87,0.24170000000000003,273,0.7583,360,0.9917,3,0.0083,363,0.0046
QLD,Maranoa,Rolleston,Rolleston,No,21,0.1448,124,0.8552,145,0.9932,1,0.0068000000000000005,146,0.0018
QLD,Maranoa,Roma,Roma,No,330,0.198,1337,0.802,1667,0.9952,8,0.0048,1675,0.0212
QLD,Maranoa,Roma School,Roma School,No,346,0.2021,1366,0.7979,1712,0.9895999999999999,18,0.0104,1730,0.0219
QLD,Maranoa,Roma West,Roma West,No,102,0.18960000000000002,436,0.8104,538,0.9908,5,0.0092,543,0.0069
QLD,Maranoa,Rubyvale,Rubyvale,No,90,0.3273,185,0.6727,275,0.9964,1,0.0036,276,0.0034999999999999996
QLD,Maranoa,St George,St George,No,319,0.207,1222,0.7929999999999999,1541,0.9929000000000001,11,0.0070999999999999995,1552,0.0196
QLD,Maranoa,St Ruth,St Ruth,No,13,0.25489999999999996,38,0.7451000000000001,51,1.0,0,0.0,51,0.0006
QLD,Maranoa,Sapphire,Sapphire,No,50,0.2232,174,0.7768,224,0.9868000000000001,3,0.0132,227,0.0029
QLD,Maranoa,Springsure,Springsure,No,117,0.16670000000000001,585,0.8332999999999999,702,0.9972,2,0.0028000000000000004,704,0.0089
QLD,Maranoa,Stanthorpe,Stanthorpe,No,638,0.3273,1311,0.6727,1949,0.9893000000000001,21,0.010700000000000001,1970,0.024900000000000002
QLD,Maranoa,Stanthorpe South,Stanthorpe South,No,160,0.3019,370,0.6981,530,0.9925,4,0.0075,534,0.0068000000000000005
QLD,Maranoa,Stanthorpe West,Stanthorpe West,No,169,0.28309999999999996,428,0.7169,597,0.9851000000000001,9,0.0149,606,0.0077
QLD,Maranoa,Surat,Surat,No,76,0.1949,314,0.8051,390,0.9924,3,0.0076,393,0.005
QLD,Maranoa,Talwood,Talwood,No,14,0.10529999999999999,119,0.8946999999999999,133,0.9925,1,0.0075,134,0.0017000000000000001
QLD,Maranoa,Tambo,Tambo,No,53,0.1791,243,0.8209000000000001,296,0.9965999999999999,1,0.0034000000000000002,297,0.0038
QLD,Maranoa,Tara,Tara,No,171,0.18309999999999998,763,0.8169,934,0.9979,2,0.0021,936,0.0118
QLD,Maranoa,Taroom,Taroom,No,85,0.1398,523,0.8602,608,1.0,0,0.0,608,0.0077
QLD,Maranoa,Texas,Texas,No,103,0.16829999999999998,509,0.8317,612,0.9839,10,0.0161,622,0.0079
QLD,Maranoa,Thallon,Thallon,No,29,0.2101,109,0.7898999999999999,138,1.0,0,0.0,138,0.0017000000000000001
QLD,Maranoa,Thargomindah,Thargomindah,No,17,0.15039999999999998,96,0.8495999999999999,113,1.0,0,0.0,113,0.0014000000000000002
QLD,Maranoa,The Gums,The Gums,No,8,0.0825,89,0.9175,97,0.9898,1,0.0102,98,0.0012
QLD,Maranoa,The Summit,The Summit,No,95,0.29600000000000004,226,0.7040000000000001,321,0.9969,1,0.0031,322,0.0040999999999999995
QLD,Maranoa,Toobeah,Toobeah,No,29,0.2,116,0.8,145,0.9932,1,0.0068000000000000005,146,0.0018
QLD,Maranoa,Wallangarra,Wallangarra,No,52,0.1898,222,0.8101999999999999,274,0.9856,4,0.0144,278,0.0034999999999999996
QLD,Maranoa,Wallumbilla,Wallumbilla,No,48,0.16,252,0.84,300,0.9967,1,0.0033,301,0.0038
QLD,Maranoa,Wandoan,Wandoan,No,49,0.1008,437,0.8992,486,0.9979,1,0.0021,487,0.0062
QLD,Maranoa,Warra,Warra,No,40,0.2299,134,0.7701,174,1.0,0,0.0,174,0.0022
QLD,Maranoa,Warwick,Warwick,No,570,0.2709,1534,0.7291,2104,0.9934000000000001,14,0.0066,2118,0.0268
QLD,Maranoa,Warwick East,Warwick East,No,508,0.24739999999999998,1545,0.7526,2053,0.9947,11,0.0053,2064,0.026099999999999998
QLD,Maranoa,Warwick South,Warwick South,No,82,0.1894,351,0.8106,433,1.0,0,0.0,433,0.0055000000000000005
QLD,Maranoa,Warwick West,Warwick West,No,446,0.23420000000000002,1458,0.7658,1904,0.9932,13,0.0068000000000000005,1917,0.024300000000000002
QLD,Maranoa,Willows Gemfields,Willows Gemfields,No,32,0.4211,44,0.5789,76,1.0,0,0.0,76,0.001
QLD,Maranoa,Windorah,Windorah,No,7,0.0909,70,0.9091,77,0.9872,1,0.0128,78,0.001
QLD,Maranoa,Woorabinda,Woorabinda,No,86,0.3295,175,0.6705,261,0.9886,3,0.011399999999999999,264,0.0033
QLD,Maranoa,Wyandra,Wyandra,No,7,0.1346,45,0.8654000000000001,52,1.0,0,0.0,52,0.0007000000000000001
QLD,Maranoa,Yangan,Yangan,No,74,0.16440000000000002,376,0.8356,450,0.9978,1,0.0022,451,0.005699999999999999
QLD,Maranoa,Yelarbon,Yelarbon,No,22,0.09359999999999999,213,0.9064,235,1.0,0,0.0,235,0.003
QLD,Maranoa,Yuleba,Yuleba,No,20,0.1333,130,0.8667,150,1.0,0,0.0,150,0.0019
QLD,Maranoa,Yumborra,Yumborra,No,218,0.2007,868,0.7993000000000001,1086,0.9963,4,0.0037,1090,0.0138
QLD,Maranoa,Special Hospitals,Special Hospitals,No,37,0.18780000000000002,160,0.8122,197,0.9948999999999999,1,0.0051,198,0.0025
QLD,Maranoa,Total Ordinary,Total Ordinary,No,13741,0.22579999999999997,47102,0.7742,60843,0.9937999999999999,379,0.0062,61222,0.7748999999999999
QLD,Maranoa,ABSENT,ABSENT,No,1838,0.2738,4874,0.7262000000000001,6712,0.9951000000000001,33,0.0049,6745,0.08539999999999999
QLD,Maranoa,POSTAL,POSTAL,No,1657,0.195,6841,0.805,8498,0.9968,27,0.0032,8525,0.1079
QLD,Maranoa,PRE_POLL,PRE_POLL,No,632,0.29100000000000004,1540,0.7090000000000001,2172,0.9963,8,0.0037,2180,0.0276
QLD,Maranoa,PROVISIONAL,PROVISIONAL,No,76,0.231,253,0.769,329,0.997,1,0.003,330,0.0042
QLD,Maranoa,Division Summary,Division Summary,No,17944,0.2284,60610,0.7716,78554,0.9943000000000001,448,0.005699999999999999,79002,0.9494
VIC,Maribyrnong,Airport West,Airport West,Yes,1233,0.5294,1096,0.4706,2329,0.9831,40,0.0169,2369,0.0297
VIC,Maribyrnong,Albanvale,Albanvale,Yes,1714,0.5383,1470,0.4617,3184,0.9884999999999999,37,0.0115,3221,0.0404
VIC,Maribyrnong,Albion North,Albion North,Yes,1493,0.5843,1062,0.4157,2555,0.9856999999999999,37,0.0143,2592,0.0325
VIC,Maribyrnong,Avondale Heights,Avondale Heights,Yes,1565,0.5982,1051,0.4018,2616,0.9872,34,0.0128,2650,0.0333
VIC,Maribyrnong,Avondale Heights Central,Avondale Heights Central,Yes,2308,0.6451,1270,0.3549,3578,0.9826999999999999,63,0.0173,3641,0.045700000000000005
VIC,Maribyrnong,Avondale Heights North,Avondale Heights North,Yes,1161,0.6185,716,0.3815,1877,0.9879000000000001,23,0.0121,1900,0.023799999999999998
VIC,Maribyrnong,Buckley Park,Buckley Park,Yes,1479,0.58,1071,0.42,2550,0.9891,28,0.0109,2578,0.032400000000000005
VIC,Maribyrnong,Essendon West,Essendon West,Yes,1273,0.5985,854,0.40149999999999997,2127,0.9915999999999999,18,0.0084,2145,0.0269
VIC,Maribyrnong,Kealba,Kealba,Yes,1413,0.5751,1044,0.4249,2457,0.9871,32,0.0129,2489,0.031200000000000002
VIC,Maribyrnong,Keilor East,Keilor East,Yes,1519,0.6059,988,0.39409999999999995,2507,0.9893000000000001,27,0.010700000000000001,2534,0.0318
VIC,Maribyrnong,Keilor Heights,Keilor Heights,Yes,1385,0.5402,1179,0.4598,2564,0.9865,35,0.013500000000000002,2599,0.0326
VIC,Maribyrnong,Keilor Park,Keilor Park,Yes,1093,0.5597,860,0.4403,1953,0.9884000000000001,23,0.0116,1976,0.0248
VIC,Maribyrnong,Keilor South,Keilor South,Yes,1784,0.557,1419,0.44299999999999995,3203,0.9854999999999999,47,0.014499999999999999,3250,0.0408
VIC,Maribyrnong,Kings Park,Kings Park,Yes,2294,0.5275,2055,0.4725,4349,0.9864,60,0.013600000000000001,4409,0.0553
VIC,Maribyrnong,Melbourne,Melbourne (Maribyrnong),Yes,69,0.7112999999999999,28,0.2887,97,1.0,0,0.0,97,0.0012
VIC,Maribyrnong,Moonee Ponds Central,Moonee Ponds Central,Yes,784,0.6242,472,0.37579999999999997,1256,0.9913,11,0.0087,1267,0.0159
VIC,Maribyrnong,Moonee Ponds West,Moonee Ponds West,Yes,1392,0.6631999999999999,707,0.3368,2099,0.9826999999999999,37,0.0173,2136,0.0268
VIC,Maribyrnong,Niddrie,Niddrie,Yes,1036,0.5603,813,0.4397,1849,0.9887999999999999,21,0.011200000000000002,1870,0.0235
VIC,Maribyrnong,Niddrie Central,Niddrie Central,Yes,1503,0.5324,1320,0.46759999999999996,2823,0.993,20,0.006999999999999999,2843,0.035699999999999996
VIC,Maribyrnong,St Albans,St Albans,Yes,1541,0.5771999999999999,1129,0.4228,2670,0.9826999999999999,47,0.0173,2717,0.0341
VIC,Maribyrnong,St Albans East,St Albans East,Yes,2130,0.5714,1598,0.4286,3728,0.9784999999999999,82,0.0215,3810,0.0478
VIC,Maribyrnong,St Albans North,St Albans North,Yes,1616,0.5828,1157,0.4172,2773,0.9840000000000001,45,0.016,2818,0.0354
VIC,Maribyrnong,St Albans South,St Albans South,Yes,1412,0.5801,1022,0.4199,2434,0.9818000000000001,45,0.0182,2479,0.0311
VIC,Maribyrnong,St Albans South East,St Albans South East,Yes,1782,0.5808,1286,0.4192,3068,0.9868000000000001,41,0.0132,3109,0.039
VIC,Maribyrnong,St Albans West,St Albans West,Yes,1410,0.5556,1128,0.44439999999999996,2538,0.9792000000000001,54,0.0208,2592,0.0325
VIC,Maribyrnong,Stevensville,Stevensville,Yes,1050,0.5457,874,0.4543,1924,0.9845999999999999,30,0.0154,1954,0.0245
VIC,Maribyrnong,Special Hospitals,Special Hospitals,No,9,0.47369999999999995,10,0.5263,19,0.95,1,0.05,20,0.0003
VIC,Maribyrnong,Total Ordinary,Total Ordinary,Yes,38463,0.575,28424,0.425,66887,0.986,951,0.013999999999999999,67838,0.8514
VIC,Maribyrnong,ABSENT,ABSENT,Yes,3318,0.5607,2600,0.4393,5918,0.991,54,0.009000000000000001,5972,0.07490000000000001
VIC,Maribyrnong,POSTAL,POSTAL,No,725,0.408,1052,0.5920000000000001,1777,0.9937999999999999,11,0.0062,1788,0.022400000000000003
VIC,Maribyrnong,PRE_POLL,PRE_POLL,Yes,1866,0.517,1743,0.483,3609,0.9895999999999999,38,0.0104,3647,0.0458
VIC,Maribyrnong,PROVISIONAL,PROVISIONAL,Yes,261,0.6014,173,0.3986,434,0.9931,3,0.0069,437,0.0055000000000000005
VIC,Maribyrnong,Division Summary,Division Summary,Yes,44633,0.5677,33992,0.43229999999999996,78625,0.9867,1057,0.013300000000000001,79682,0.9512999999999999
SA,Mayo,Aberfoyle Park North,Aberfoyle Park North (Mayo),No,1125,0.5235,1024,0.4765,2149,0.9917,18,0.0083,2167,0.0269
SA,Mayo,Aberfoyle Park South,Aberfoyle Park South,No,443,0.5092,427,0.49079999999999996,870,0.9909,8,0.0091,878,0.0109
SA,Mayo,Adelaide,Adelaide (Mayo),No,64,0.5871999999999999,45,0.4128,109,1.0,0,0.0,109,0.0014000000000000002
SA,Mayo,Aldgate,Aldgate,No,1238,0.6114,787,0.3886,2025,0.9931,14,0.0069,2039,0.0253
SA,Mayo,Athelstone,Athelstone,No,1998,0.5195000000000001,1848,0.4805,3846,0.9902,38,0.0098,3884,0.0482
SA,Mayo,Athelstone West,Athelstone West,Yes,1921,0.5893999999999999,1338,0.4106,3259,0.9845999999999999,51,0.0154,3310,0.040999999999999995
SA,Mayo,Balhannah,Balhannah,No,683,0.46020000000000005,801,0.5398,1484,0.9953,7,0.004699999999999999,1491,0.018500000000000003
SA,Mayo,Basket Range,Basket Range,No,84,0.6412,47,0.3588,131,1.0,0,0.0,131,0.0016
SA,Mayo,Bridgewater,Bridgewater,No,888,0.5588000000000001,701,0.4412,1589,0.99,16,0.01,1605,0.0199
SA,Mayo,Brukunga,Brukunga,No,56,0.3275,115,0.6725,171,0.9884000000000001,2,0.0116,173,0.0021
SA,Mayo,Callington,Callington,No,94,0.32409999999999994,196,0.6759000000000001,290,0.9932,2,0.0068000000000000005,292,0.0036
SA,Mayo,Charleston,Charleston,No,68,0.2845,171,0.7155,239,0.9917,2,0.0083,241,0.003
SA,Mayo,Cherry Gardens,Cherry Gardens,No,238,0.4928,245,0.5072,483,0.9898,5,0.0102,488,0.0060999999999999995
SA,Mayo,Clarendon,Clarendon,No,210,0.4646,242,0.5354,452,0.9912000000000001,4,0.0088,456,0.005699999999999999
SA,Mayo,Coromandel Valley,Coromandel Valley (Mayo),No,654,0.5813,471,0.41869999999999996,1125,0.9956,5,0.0044,1130,0.013999999999999999
SA,Mayo,Crafers,Crafers,No,789,0.5982,530,0.4018,1319,0.9962000000000001,5,0.0038,1324,0.016399999999999998
SA,Mayo,Cudlee Creek,Cudlee Creek,No,71,0.39890000000000003,107,0.6011,178,0.978,4,0.022000000000000002,182,0.0023
SA,Mayo,Echunga,Echunga,No,346,0.433,453,0.5670000000000001,799,0.9889,9,0.0111,808,0.01
SA,Mayo,Hahndorf,Hahndorf,No,737,0.4459,916,0.5540999999999999,1653,0.9915999999999999,14,0.0084,1667,0.0207
SA,Mayo,Happy Valley,Happy Valley (Mayo),No,624,0.4551,747,0.5449,1371,0.992,11,0.008,1382,0.0171
SA,Mayo,Harrogate,Harrogate,No,46,0.4182,64,0.5818,110,1.0,0,0.0,110,0.0014000000000000002
SA,Mayo,Highbury South,Highbury South (Mayo),No,1236,0.5174,1153,0.4826,2389,0.9917,20,0.0083,2409,0.029900000000000003
SA,Mayo,Houghton,Houghton,No,249,0.4264,335,0.5736,584,0.9932,4,0.0068000000000000005,588,0.0073
SA,Mayo,Kangarilla,Kangarilla,No,231,0.45740000000000003,274,0.5426,505,0.9941,3,0.0059,508,0.0063
SA,Mayo,Langhorne Creek,Langhorne Creek,No,78,0.33049999999999996,158,0.6695,236,0.9833,4,0.0167,240,0.003
SA,Mayo,Lenswood,Lenswood,No,180,0.4054,264,0.5946,444,0.9954999999999999,2,0.0045000000000000005,446,0.0055000000000000005
SA,Mayo,Littlehampton,Littlehampton,No,668,0.4765,734,0.5235,1402,0.9908,13,0.0092,1415,0.0175
SA,Mayo,Lobethal,Lobethal,No,443,0.3521,815,0.6479,1258,0.9913,11,0.0087,1269,0.015700000000000002
SA,Mayo,Longwood,Longwood,No,178,0.546,148,0.45399999999999996,326,0.9909,3,0.0091,329,0.0040999999999999995
SA,Mayo,Macclesfield,Macclesfield,No,350,0.4648,403,0.5352,753,0.9947,4,0.0053,757,0.009399999999999999
SA,Mayo,Mclaren Flat,Mclaren Flat,No,294,0.4537,354,0.5463,648,0.9878,8,0.012199999999999999,656,0.008100000000000001
SA,Mayo,Mclaren Vale,Mclaren Vale,No,826,0.4077,1200,0.5922999999999999,2026,0.9951000000000001,10,0.0049,2036,0.0252
SA,Mayo,Magill,Magill (Mayo),Yes,885,0.5623,689,0.43770000000000003,1574,0.9881,19,0.011899999999999999,1593,0.019799999999999998
SA,Mayo,Meadows,Meadows,No,398,0.42979999999999996,528,0.5702,926,0.9925,7,0.0075,933,0.0116
SA,Mayo,Montacute,Montacute,No,70,0.4094,101,0.5906,171,1.0,0,0.0,171,0.0021
SA,Mayo,Mount Barker,Mount Barker,No,1922,0.41479999999999995,2711,0.5852,4633,0.991,42,0.009000000000000001,4675,0.057999999999999996
SA,Mayo,Mylor,Mylor,No,436,0.6014,289,0.3986,725,0.9932,5,0.0068000000000000005,730,0.0091
SA,Mayo,Nairne,Nairne,No,734,0.41259999999999997,1045,0.5874,1779,0.9878,22,0.012199999999999999,1801,0.0223
SA,Mayo,Newton,Newton,Yes,955,0.5638000000000001,739,0.4362,1694,0.9843000000000001,27,0.015700000000000002,1721,0.0213
SA,Mayo,Norton Summit,Norton Summit,No,321,0.5847,228,0.4153,549,0.9856,8,0.0144,557,0.0069
SA,Mayo,Old Noarlunga,Old Noarlunga,No,227,0.3661,393,0.6339,620,0.9873000000000001,8,0.0127,628,0.0078000000000000005
SA,Mayo,Paracombe,Paracombe,No,123,0.42119999999999996,169,0.5788,292,0.9898,3,0.0102,295,0.0037
SA,Mayo,Paradise,Paradise,No,926,0.5415,784,0.4585,1710,0.9856,25,0.0144,1735,0.0215
SA,Mayo,Piccadilly,Piccadilly,No,273,0.5821000000000001,196,0.4179,469,0.9873999999999999,6,0.0126,475,0.0059
SA,Mayo,Prospect Hill,Prospect Hill,Yes,56,0.4058,82,0.5942000000000001,138,0.9928,1,0.0072,139,0.0017000000000000001
SA,Mayo,Rostrevor,Rostrevor,No,1667,0.5405,1417,0.4595,3084,0.991,28,0.009000000000000001,3112,0.038599999999999995
SA,Mayo,Stirling East,Stirling East,Yes,734,0.6274000000000001,436,0.3726,1170,0.9948999999999999,6,0.0051,1176,0.0146
SA,Mayo,Stirling West,Stirling West,No,1255,0.6194,771,0.38060000000000005,2026,0.9945999999999999,11,0.0054,2037,0.0253
SA,Mayo,Strathalbyn,Strathalbyn,No,826,0.3308,1671,0.6692,2497,0.9917,21,0.0083,2518,0.031200000000000002
SA,Mayo,Summertown,Summertown,No,463,0.5744,343,0.42560000000000003,806,0.9951000000000001,4,0.0049,810,0.01
