state,polling_place,yes_n,no_n,formal_n,informal_n,total_n,yes_p,no_p,formal_p,informal_p
NSW,Bonnet Bay,804,666,1470,10,1480,0.5469,0.4531,0.9932,0.0068
NSW,Bonnyrigg,1350,1042,2392,38,2430,0.5644,0.4356,0.9844,0.0156
NSW,Bonnyrigg Heights,1595,1384,2979,64,3043,0.5354,0.4646,0.979,0.021
NSW,Bonnyrigg High,665,419,1084,12,1096,0.6135,0.3865,0.9891,0.0109
NSW,Bonshaw,17,52,69,0,69,0.2464,0.7536,1.0,0.0
NSW,Bonville,313,479,792,4,796,0.3952,0.6048,0.995,0.005
NSW,Booker Bay,251,366,617,7,624,0.4068,0.5932,0.9888,0.0112
NSW,Bookham,39,99,138,2,140,0.2826,0.7174,0.9857,0.0143
NSW,Booligal,19,47,66,0,66,0.2879,0.7121,1.0,0.0
NSW,Boomi,37,110,147,1,148,0.2517,0.7483,0.9932,0.0068
NSW,Booragul,525,698,1223,9,1232,0.4293,0.5707,0.9927,0.0073
NSW,Booragul Homes,25,79,104,1,105,0.2404,0.7596,0.9905,0.0095
NSW,Booral,108,308,416,4,420,0.2596,0.7404,0.9905,0.0095
NSW,Boorowa,376,653,1029,4,1033,0.3654,0.6346,0.9961,0.0039
NSW,Boree Creek,25,118,143,1,144,0.1748,0.8252,0.9931,0.0069
NSW,Borenore,81,186,267,1,268,0.3034,0.6966,0.9963,0.0037
NSW,Boronia Park,1390,966,2356,12,2368,0.59,0.41,0.9949,0.0051
NSW,Bossley Park,1700,1580,3280,49,3329,0.5183,0.4817,0.9853,0.0147
NSW,Bossley Park High,986,934,1920,22,1942,0.5135,0.4865,0.9887,0.0113
NSW,Bostobrick,33,66,99,0,99,0.3333,0.6667,1.0,0.0
NSW,Botany,965,1039,2004,26,2030,0.4815,0.5185,0.9872,0.0128
NSW,Botany East,877,931,1808,19,1827,0.4851,0.5149,0.9896,0.0104
NSW,Bourke,376,1060,1436,15,1451,0.2618,0.7382,0.9897,0.0103
NSW,Bowden Brae,234,266,500,2,502,0.468,0.532,0.996,0.004
NSW,Bowen,770,1615,2385,21,2406,0.3229,0.6771,0.9913,0.0087
NSW,Bowenfels South,66,79,145,1,146,0.4552,0.5448,0.9932,0.0068
NSW,Bowning,63,143,206,2,208,0.3058,0.6942,0.9904,0.0096
NSW,Bowral,1365,1653,3018,16,3034,0.4523,0.5477,0.9947,0.0053
NSW,Bowral South,775,988,1763,13,1776,0.4396,0.5604,0.9927,0.0073
NSW,Bowraville,397,638,1035,10,1045,0.3836,0.6164,0.9904,0.0096
NSW,Bradbury,1752,2591,4343,49,4392,0.4034,0.5966,0.9888,0.0112
NSW,Bradbury East,26,30,56,0,56,0.4643,0.5357,1.0,0.0
NSW,Bradbury South,661,1042,1703,13,1716,0.3881,0.6119,0.9924,0.0076
NSW,Braddock,1172,1819,2991,26,3017,0.3918,0.6082,0.9914,0.0086
NSW,Bradfordville,642,906,1548,10,1558,0.4147,0.5853,0.9936,0.0064
NSW,Braidwood,469,665,1134,11,1145,0.4136,0.5864,0.9904,0.0096
NSW,Branxton,660,949,1609,19,1628,0.4102,0.5898,0.9883,0.0117
NSW,Bray Park,362,586,948,10,958,0.3819,0.6181,0.9896,0.0104
NSW,Bredbo,95,127,222,0,222,0.4279,0.5721,1.0,0.0
NSW,Breeza,26,94,120,1,121,0.2167,0.7833,0.9917,0.0083
NSW,Brewarrina,173,390,563,9,572,0.3073,0.6927,0.9843,0.0157
NSW,Bribbaree,28,147,175,3,178,0.16,0.84,0.9831,0.0169
NSW,Brighton Avenue,1106,815,1921,26,1947,0.5757,0.4243,0.9866,0.0134
NSW,Brighton North,656,709,1365,13,1378,0.4806,0.5194,0.9906,0.0094
NSW,Brighton-Le-Sands,1378,1138,2516,26,2542,0.5477,0.4523,0.9898,0.0102
NSW,Bringelly,494,742,1236,12,1248,0.3997,0.6003,0.9904,0.0096
NSW,Broadwater,140,222,362,3,365,0.3867,0.6133,0.9918,0.0082
NSW,Brocklesby,28,97,125,1,126,0.224,0.776,0.9921,0.0079
NSW,Brogo,87,101,188,1,189,0.4628,0.5372,0.9947,0.0053
NSW,Broke,117,221,338,2,340,0.3462,0.6538,0.9941,0.0059
NSW,Broken Hill,581,786,1367,15,1382,0.425,0.575,0.9891,0.0109
NSW,Broken Hill Hospital,150,208,358,1,359,0.419,0.581,0.9972,0.0028
NSW,Broken Hill North,839,1512,2351,20,2371,0.3569,0.6431,0.9916,0.0084
NSW,Broken Hill West,432,681,1113,4,1117,0.3881,0.6119,0.9964,0.0036
NSW,Bronte,1282,581,1863,14,1877,0.6881,0.3119,0.9925,0.0075
NSW,Brooklyn,216,218,434,1,435,0.4977,0.5023,0.9977,0.0023
NSW,Brookvale,742,828,1570,28,1598,0.4726,0.5274,0.9825,0.0175
NSW,Brooms Head,84,99,183,0,183,0.459,0.541,1.0,0.0
NSW,Broulee,434,340,774,3,777,0.5607,0.4393,0.9961,0.0039
NSW,Brownsville,633,830,1463,9,1472,0.4327,0.5673,0.9939,0.0061
NSW,Brungle,36,73,109,0,109,0.3303,0.6697,1.0,0.0
NSW,Brunswick Heads,758,772,1530,21,1551,0.4954,0.5046,0.9865,0.0135
NSW,Buckaroo,83,172,255,0,255,0.3255,0.6745,1.0,0.0
NSW,Budgewoi,749,1008,1757,8,1765,0.4263,0.5737,0.9955,0.0045
NSW,Budgewoi Central,720,946,1666,11,1677,0.4322,0.5678,0.9934,0.0066
NSW,Buff Point,683,895,1578,15,1593,0.4328,0.5672,0.9906,0.0094
NSW,Bugaldie,17,93,110,0,110,0.1545,0.8455,1.0,0.0
NSW,Bulahdelah,287,718,1005,7,1012,0.2856,0.7144,0.9931,0.0069
NSW,Bullaburra,337,258,595,8,603,0.5664,0.4336,0.9867,0.0133
NSW,Bullarah,15,73,88,0,88,0.1705,0.8295,1.0,0.0
NSW,Bulli,425,389,814,5,819,0.5221,0.4779,0.9939,0.0061
NSW,Bulli Central,1445,1241,2686,24,2710,0.538,0.462,0.9911,0.0089
NSW,Bulli Hospital,25,44,69,1,70,0.3623,0.6377,0.9857,0.0143
NSW,Bundanoon,470,627,1097,7,1104,0.4284,0.5716,0.9937,0.0063
NSW,Bundarra,98,281,379,1,380,0.2586,0.7414,0.9974,0.0026
NSW,Bundeena,630,504,1134,11,1145,0.5556,0.4444,0.9904,0.0096
NSW,Bungendore,895,722,1617,13,1630,0.5535,0.4465,0.992,0.008
NSW,Bungonia,55,121,176,3,179,0.3125,0.6875,0.9832,0.0168
NSW,Bungwahl,85,136,221,2,223,0.3846,0.6154,0.991,0.009
NSW,Bunnaloo,26,91,117,1,118,0.2222,0.7778,0.9915,0.0085
NSW,Bunnan,25,81,106,1,107,0.2358,0.7642,0.9907,0.0093
NSW,Bunnerong,1406,1274,2680,29,2709,0.5246,0.4754,0.9893,0.0107
NSW,Bunyah,17,33,50,0,50,0.34,0.66,1.0,0.0
NSW,Burcher,6,62,68,0,68,0.0882,0.9118,1.0,0.0
NSW,Buronga,258,585,843,4,847,0.306,0.694,0.9953,0.0047
NSW,Burraga,22,57,79,1,80,0.2785,0.7215,0.9875,0.0125
NSW,Burrawang,141,197,338,2,340,0.4172,0.5828,0.9941,0.0059
NSW,Burrell Creek,72,146,218,1,219,0.3303,0.6697,0.9954,0.0046
NSW,Burren Junction,28,142,170,0,170,0.1647,0.8353,1.0,0.0
NSW,Burrill Lake,401,591,992,6,998,0.4042,0.5958,0.994,0.006
NSW,Burringbar,286,295,581,3,584,0.4923,0.5077,0.9949,0.0051
NSW,Burrumbuttock,48,161,209,1,210,0.2297,0.7703,0.9952,0.0048
NSW,Burwood,2490,1300,3790,50,3840,0.657,0.343,0.987,0.013
NSW,Burwood East,1677,1093,2770,34,2804,0.6054,0.3946,0.9879,0.0121
NSW,Burwood North,167,175,342,2,344,0.4883,0.5117,0.9942,0.0058
NSW,Burwood Park,535,367,902,9,911,0.5931,0.4069,0.9901,0.0099
NSW,Busby,1618,1695,3313,49,3362,0.4884,0.5116,0.9854,0.0146
NSW,Buxton,327,507,834,4,838,0.3921,0.6079,0.9952,0.0048
NSW,Byabarra,41,55,96,0,96,0.4271,0.5729,1.0,0.0
NSW,Bylong,12,61,73,0,73,0.1644,0.8356,1.0,0.0
NSW,Byron Bay,1630,873,2503,53,2556,0.6512,0.3488,0.9793,0.0207
NSW,Byron Bay South,1094,657,1751,38,1789,0.6248,0.3752,0.9788,0.0212
NSW,Cabarita Beach,835,769,1604,14,1618,0.5206,0.4794,0.9913,0.0087
NSW,Cabramatta,3312,1916,5228,95,5323,0.6335,0.3665,0.9822,0.0178
NSW,Cabramatta East,1646,1202,2848,38,2886,0.5779,0.4221,0.9868,0.0132
NSW,Cabramatta High,1416,862,2278,18,2296,0.6216,0.3784,0.9922,0.0078
NSW,Cabramatta West,1085,914,1999,39,2038,0.5428,0.4572,0.9809,0.0191
NSW,Cabramurra,12,6,18,0,18,0.6667,0.3333,1.0,0.0
NSW,Calala,371,732,1103,6,1109,0.3364,0.6636,0.9946,0.0054
NSW,Calare School,751,1069,1820,10,1830,0.4126,0.5874,0.9945,0.0055
NSW,Caldwell,19,20,39,0,39,0.4872,0.5128,1.0,0.0
NSW,Callala Bay,384,508,892,4,896,0.4305,0.5695,0.9955,0.0045
NSW,Callala Beach,132,181,313,0,313,0.4217,0.5783,1.0,0.0
NSW,Camberwell,21,82,103,0,103,0.2039,0.7961,1.0,0.0
NSW,Cambewarra,400,508,908,3,911,0.4405,0.5595,0.9967,0.0033
NSW,Cambridge Gardens,927,1393,2320,27,2347,0.3996,0.6004,0.9885,0.0115
NSW,Cambridge Park,1231,1878,3109,35,3144,0.3959,0.6041,0.9889,0.0111
NSW,Cambridge Park South,491,888,1379,12,1391,0.3561,0.6439,0.9914,0.0086
NSW,Camden,731,1101,1832,6,1838,0.399,0.601,0.9967,0.0033
NSW,Camden Downs,416,693,1109,6,1115,0.3751,0.6249,0.9946,0.0054
NSW,Camden East,634,933,1567,16,1583,0.4046,0.5954,0.9899,0.0101
NSW,Camden Hospital,61,116,177,1,178,0.3446,0.6554,0.9944,0.0056
NSW,Camden South,1003,1475,2478,27,2505,0.4048,0.5952,0.9892,0.0108
NSW,Camdenville,731,342,1073,21,1094,0.6813,0.3187,0.9808,0.0192
NSW,Cammeray,1867,1097,2964,19,2983,0.6299,0.3701,0.9936,0.0064
NSW,Campbellfield,549,821,1370,14,1384,0.4007,0.5993,0.9899,0.0101
NSW,Campbelltown,906,1424,2330,20,2350,0.3888,0.6112,0.9915,0.0085
NSW,Campbelltown East,980,1446,2426,34,2460,0.404,0.596,0.9862,0.0138
NSW,Campbelltown North,303,532,835,10,845,0.3629,0.6371,0.9882,0.0118
NSW,Camperdown,487,224,711,7,718,0.685,0.315,0.9903,0.0097
NSW,Camperdown South,1497,539,2036,20,2056,0.7353,0.2647,0.9903,0.0097
NSW,Campsie,1680,1067,2747,31,2778,0.6116,0.3884,0.9888,0.0112
NSW,Campsie South,659,556,1215,22,1237,0.5424,0.4576,0.9822,0.0178
NSW,Canada Bay,352,340,692,10,702,0.5087,0.4913,0.9858,0.0142
NSW,Candelo,232,297,529,7,536,0.4386,0.5614,0.9869,0.0131
NSW,Caniaba,77,166,243,0,243,0.3169,0.6831,1.0,0.0
NSW,Canley Heights,1912,1818,3730,59,3789,0.5126,0.4874,0.9844,0.0156
NSW,Canley Vale,1817,1206,3023,44,3067,0.6011,0.3989,0.9857,0.0143
NSW,Canley Vale High,214,156,370,7,377,0.5784,0.4216,0.9814,0.0186
NSW,Canobolas,52,101,153,1,154,0.3399,0.6601,0.9935,0.0065
NSW,Canowindra,323,941,1264,18,1282,0.2555,0.7445,0.986,0.014
NSW,Canterbury,444,340,784,21,805,0.5663,0.4337,0.9739,0.0261
NSW,Canterbury Hospital,250,290,540,6,546,0.463,0.537,0.989,0.011
NSW,Canterbury North,867,575,1442,23,1465,0.6012,0.3988,0.9843,0.0157
NSW,Canterbury South,530,376,906,17,923,0.585,0.415,0.9816,0.0184
NSW,Canyonleigh,60,70,130,1,131,0.4615,0.5385,0.9924,0.0076
NSW,Capertee,32,94,126,1,127,0.254,0.746,0.9921,0.0079
NSW,Captains Flat,142,147,289,7,296,0.4913,0.5087,0.9764,0.0236
NSW,Carabost,13,32,45,0,45,0.2889,0.7111,1.0,0.0
NSW,Caragabal,57,105,162,1,163,0.3519,0.6481,0.9939,0.0061
NSW,Caravan Head,401,325,726,7,733,0.5523,0.4477,0.9905,0.0095
NSW,Carcoar,64,135,199,1,200,0.3216,0.6784,0.995,0.005
NSW,Cardiff,1036,1197,2233,28,2261,0.4639,0.5361,0.9876,0.0124
NSW,Cardiff East,379,480,859,7,866,0.4412,0.5588,0.9919,0.0081
NSW,Cardiff Heights,765,695,1460,8,1468,0.524,0.476,0.9946,0.0054
NSW,Cardiff North,629,754,1383,14,1397,0.4548,0.5452,0.99,0.01
NSW,Cardiff South,706,896,1602,11,1613,0.4407,0.5593,0.9932,0.0068
NSW,Cardinal Gilroy Village,196,298,494,3,497,0.3968,0.6032,0.994,0.006
NSW,Carey Bay,465,569,1034,12,1046,0.4497,0.5503,0.9885,0.0115
NSW,Cargo,67,194,261,1,262,0.2567,0.7433,0.9962,0.0038
NSW,Carinda,22,73,95,0,95,0.2316,0.7684,1.0,0.0
NSW,Caringbah,1733,1939,3672,19,3691,0.4719,0.5281,0.9949,0.0051
NSW,Caringbah Central,406,516,922,6,928,0.4403,0.5597,0.9935,0.0065
NSW,Caringbah North,1345,1588,2933,30,2963,0.4586,0.5414,0.9899,0.0101
NSW,Caringbah West,1004,1075,2079,7,2086,0.4829,0.5171,0.9966,0.0034
NSW,Carlingford,791,753,1544,12,1556,0.5123,0.4877,0.9923,0.0077
NSW,Carlingford North,968,881,1849,5,1854,0.5235,0.4765,0.9973,0.0027
NSW,Carlingford West,1417,1346,2763,14,2777,0.5128,0.4872,0.995,0.005
NSW,Carlton,1159,899,2058,24,2082,0.5632,0.4368,0.9885,0.0115
NSW,Carlton North,665,559,1224,13,1237,0.5433,0.4567,0.9895,0.0105
NSW,Carlton West,636,544,1180,21,1201,0.539,0.461,0.9825,0.0175
NSW,Carool,46,41,87,1,88,0.5287,0.4713,0.9886,0.0114
NSW,Caroona,14,59,73,2,75,0.1918,0.8082,0.9733,0.0267
NSW,Carramar,84,91,175,5,180,0.48,0.52,0.9722,0.0278
NSW,Carrathool,25,64,89,2,91,0.2809,0.7191,0.978,0.022
NSW,Carrington,435,508,943,12,955,0.4613,0.5387,0.9874,0.0126
NSW,Carrington Hospital,130,331,461,0,461,0.282,0.718,1.0,0.0
NSW,Carroll,53,151,204,1,205,0.2598,0.7402,0.9951,0.0049
NSW,Carss Park,458,498,956,11,967,0.4791,0.5209,0.9886,0.0114
NSW,Cartwright,590,741,1331,17,1348,0.4433,0.5567,0.9874,0.0126
NSW,Casino,1213,2463,3676,43,3719,0.33,0.67,0.9884,0.0116
NSW,Casino High,260,572,832,5,837,0.3125,0.6875,0.994,0.006
NSW,Casino Hospital,177,403,580,7,587,0.3052,0.6948,0.9881,0.0119
NSW,Casino South,327,638,965,7,972,0.3389,0.6611,0.9928,0.0072
NSW,Casino West,196,551,747,0,747,0.2624,0.7376,1.0,0.0
NSW,Cassilis,37,170,207,1,208,0.1787,0.8213,0.9952,0.0048
NSW,Castle Cove,815,609,1424,13,1437,0.5723,0.4277,0.991,0.009
NSW,Castle Hill,1652,1730,3382,32,3414,0.4885,0.5115,0.9906,0.0094
NSW,Castle Hill East,536,624,1160,7,1167,0.4621,0.5379,0.994,0.006
NSW,Castle Hill High,1221,1427,2648,15,2663,0.4611,0.5389,0.9944,0.0056
NSW,Castle Hill West,1204,1355,2559,19,2578,0.4705,0.5295,0.9926,0.0074
NSW,Castlecrag,820,456,1276,13,1289,0.6426,0.3574,0.9899,0.0101
NSW,Castlefield,475,289,764,5,769,0.6217,0.3783,0.9935,0.0065
NSW,Castlereagh,293,584,877,2,879,0.3341,0.6659,0.9977,0.0023
NSW,Casula,1662,2022,3684,63,3747,0.4511,0.5489,0.9832,0.0168
NSW,Casula South,606,696,1302,15,1317,0.4654,0.5346,0.9886,0.0114
NSW,Catherine Field,312,485,797,13,810,0.3915,0.6085,0.984,0.016
NSW,Catherine Hill Bay,73,69,142,2,144,0.5141,0.4859,0.9861,0.0139
NSW,Cattai,74,152,226,0,226,0.3274,0.6726,1.0,0.0
NSW,Caves Beach,1255,1264,2519,17,2536,0.4982,0.5018,0.9933,0.0067
NSW,Cawdor,143,299,442,5,447,0.3235,0.6765,0.9888,0.0112
NSW,Cawongla,259,129,388,2,390,0.6675,0.3325,0.9949,0.0051
NSW,Cecil Hills,1046,952,1998,22,2020,0.5235,0.4765,0.9891,0.0109
NSW,Central Tilba,179,134,313,2,315,0.5719,0.4281,0.9937,0.0063
NSW,Cessnock,328,518,846,8,854,0.3877,0.6123,0.9906,0.0094
NSW,Cessnock East,385,605,990,5,995,0.3889,0.6111,0.995,0.005
NSW,Cessnock Hospital,372,453,825,5,830,0.4509,0.5491,0.994,0.006
NSW,Cessnock North,321,470,791,3,794,0.4058,0.5942,0.9962,0.0038
NSW,Cessnock West,894,1319,2213,23,2236,0.404,0.596,0.9897,0.0103
NSW,Chain Valley Bay,319,446,765,4,769,0.417,0.583,0.9948,0.0052
NSW,Charing Cross,685,484,1169,13,1182,0.586,0.414,0.989,0.011
NSW,Charles Sturt University,58,72,130,0,130,0.4462,0.5538,1.0,0.0
NSW,Charlestown,1279,1296,2575,30,2605,0.4967,0.5033,0.9885,0.0115
NSW,Charlestown East,609,609,1218,10,1228,0.5,0.5,0.9919,0.0081
NSW,Charlestown South,505,578,1083,7,1090,0.4663,0.5337,0.9936,0.0064
NSW,Charmhaven,490,767,1257,3,1260,0.3898,0.6102,0.9976,0.0024
NSW,Chatham,610,1235,1845,9,1854,0.3306,0.6694,0.9951,0.0049
NSW,Chatswood,1424,902,2326,21,2347,0.6122,0.3878,0.9911,0.0089
NSW,Chatswood East,727,564,1291,8,1299,0.5631,0.4369,0.9938,0.0062
NSW,Chatswood North,668,446,1114,5,1119,0.5996,0.4004,0.9955,0.0045
NSW,Chatswood South,673,468,1141,8,1149,0.5898,0.4102,0.993,0.007
NSW,Chatswood West,1313,721,2034,12,2046,0.6455,0.3545,0.9941,0.0059
NSW,Chatsworth Island,115,252,367,3,370,0.3134,0.6866,0.9919,0.0081
NSW,Cheltenham,676,483,1159,5,1164,0.5833,0.4167,0.9957,0.0043
NSW,Cherrybrook,1893,1551,3444,24,3468,0.5497,0.4503,0.9931,0.0069
NSW,Cherrybrook South,580,547,1127,2,1129,0.5146,0.4854,0.9982,0.0018
NSW,Chester Hill,1611,1797,3408,61,3469,0.4727,0.5273,0.9824,0.0176
NSW,Chester Hill North,1106,1353,2459,30,2489,0.4498,0.5502,0.9879,0.0121
NSW,Chifley,925,838,1763,18,1781,0.5247,0.4753,0.9899,0.0101
NSW,Chillingham,115,167,282,2,284,0.4078,0.5922,0.993,0.007
NSW,Chinderah,336,550,886,10,896,0.3792,0.6208,0.9888,0.0112
NSW,Chippendale,743,237,980,18,998,0.7582,0.2418,0.982,0.018
NSW,Chipping Norton,1229,1356,2585,19,2604,0.4754,0.5246,0.9927,0.0073
NSW,Chiswick,857,648,1505,13,1518,0.5694,0.4306,0.9914,0.0086
NSW,Chittaway Bay,1159,1545,2704,25,2729,0.4286,0.5714,0.9908,0.0092
NSW,Chittaway Point,173,235,408,0,408,0.424,0.576,1.0,0.0
NSW,Chullora,1099,1335,2434,24,2458,0.4515,0.5485,0.9902,0.0098
NSW,Chullora South,163,215,378,4,382,0.4312,0.5688,0.9895,0.0105
NSW,Churchill Gardens,432,1070,1502,17,1519,0.2876,0.7124,0.9888,0.0112
NSW,Clairgate,1018,1249,2267,27,2294,0.4491,0.5509,0.9882,0.0118
NSW,Claremont Meadows,750,908,1658,14,1672,0.4524,0.5476,0.9916,0.0084
NSW,Clarence Town,381,579,960,6,966,0.3969,0.6031,0.9938,0.0062
NSW,Clareville Park,1028,1335,2363,17,2380,0.435,0.565,0.9929,0.0071
NSW,Claymore,442,719,1161,22,1183,0.3807,0.6193,0.9814,0.0186
NSW,Clemton Park,1845,1580,3425,55,3480,0.5387,0.4613,0.9842,0.0158
NSW,Clovass,51,183,234,0,234,0.2179,0.7821,1.0,0.0
NSW,Clovelly,1353,737,2090,17,2107,0.6474,0.3526,0.9919,0.0081
NSW,Clovelly Beach,681,341,1022,6,1028,0.6663,0.3337,0.9942,0.0058
NSW,Clovelly North,1196,773,1969,18,1987,0.6074,0.3926,0.9909,0.0091
NSW,Clunes,200,151,351,3,354,0.5698,0.4302,0.9915,0.0085
NSW,Coal Point,432,422,854,7,861,0.5059,0.4941,0.9919,0.0081
NSW,Coalcliff,71,45,116,1,117,0.6121,0.3879,0.9915,0.0085
NSW,Cobar,580,1681,2261,18,2279,0.2565,0.7435,0.9921,0.0079
NSW,Cobargo,250,384,634,8,642,0.3943,0.6057,0.9875,0.0125
NSW,Cobbitty,232,414,646,1,647,0.3591,0.6409,0.9985,0.0015
NSW,Coffs Harbour,704,989,1693,14,1707,0.4158,0.5842,0.9918,0.0082
NSW,Coffs Harbour East,721,1034,1755,14,1769,0.4108,0.5892,0.9921,0.0079
NSW,Coffs Harbour Hospital,108,129,237,2,239,0.4557,0.5443,0.9916,0.0084
NSW,Coffs Harbour Jetty,548,610,1158,12,1170,0.4732,0.5268,0.9897,0.0103
NSW,Coffs Harbour Narranga,671,1179,1850,15,1865,0.3627,0.6373,0.992,0.008
NSW,Coffs Harbour South,438,620,1058,13,1071,0.414,0.586,0.9879,0.0121
NSW,Coffs Harbour St Augustines,795,1127,1922,15,1937,0.4136,0.5864,0.9923,0.0077
NSW,Coffs Harbour West,1225,1885,3110,32,3142,0.3939,0.6061,0.9898,0.0102
NSW,Coleambally,177,493,670,3,673,0.2642,0.7358,0.9955,0.0045
NSW,Coledale,482,285,767,8,775,0.6284,0.3716,0.9897,0.0103
NSW,Collarenebri,92,288,380,4,384,0.2421,0.7579,0.9896,0.0104
NSW,Collaroy,908,938,1846,14,1860,0.4919,0.5081,0.9925,0.0075
NSW,Collaroy Plateau,1256,1341,2597,24,2621,0.4836,0.5164,0.9908,0.0092
NSW,Collector,70,78,148,0,148,0.473,0.527,1.0,0.0
NSW,Collie,15,57,72,0,72,0.2083,0.7917,1.0,0.0
NSW,Collingullie,66,145,211,0,211,0.3128,0.6872,1.0,0.0
NSW,Colo Heights,56,102,158,1,159,0.3544,0.6456,0.9937,0.0063
NSW,Colo Vale,347,419,766,5,771,0.453,0.547,0.9935,0.0065
NSW,Comboyne,71,239,310,0,310,0.229,0.771,1.0,0.0
NSW,Comleroy Road,292,444,736,9,745,0.3967,0.6033,0.9879,0.0121
NSW,Como,437,374,811,4,815,0.5388,0.4612,0.9951,0.0049
NSW,Como West,1024,908,1932,17,1949,0.53,0.47,0.9913,0.0087
NSW,Conargo,30,67,97,0,97,0.3093,0.6907,1.0,0.0
NSW,Concord,627,524,1151,10,1161,0.5447,0.4553,0.9914,0.0086
NSW,Concord Central,526,437,963,8,971,0.5462,0.4538,0.9918,0.0082
NSW,Concord East,1279,1021,2300,25,2325,0.5561,0.4439,0.9892,0.0108
NSW,Concord North,548,448,996,5,1001,0.5502,0.4498,0.995,0.005
NSW,Concord Repatriation Hospital,83,101,184,2,186,0.4511,0.5489,0.9892,0.0108
NSW,Concord West,864,657,1521,15,1536,0.568,0.432,0.9902,0.0098
NSW,Condell Park,2023,2187,4210,88,4298,0.4805,0.5195,0.9795,0.0205
NSW,Condell Park North,212,203,415,5,420,0.5108,0.4892,0.9881,0.0119
NSW,Condell Park South,1126,944,2070,48,2118,0.544,0.456,0.9773,0.0227
NSW,Condobolin,532,1452,1984,19,2003,0.2681,0.7319,0.9905,0.0095
NSW,Condong,375,444,819,6,825,0.4579,0.5421,0.9927,0.0073
NSW,Coniston,1037,782,1819,31,1850,0.5701,0.4299,0.9832,0.0168
NSW,Connells Point,1435,1442,2877,22,2899,0.4988,0.5012,0.9924,0.0076
NSW,Cooerwull,912,1336,2248,11,2259,0.4057,0.5943,0.9951,0.0049
NSW,Coogee,1046,621,1667,7,1674,0.6275,0.3725,0.9958,0.0042
NSW,Coogee Beach,1836,976,2812,23,2835,0.6529,0.3471,0.9919,0.0081
NSW,Coogee Central,1011,663,1674,11,1685,0.6039,0.3961,0.9935,0.0065
NSW,Coogee South,1156,1150,2306,27,2333,0.5013,0.4987,0.9884,0.0116
NSW,Cookamidgera,19,49,68,0,68,0.2794,0.7206,1.0,0.0
NSW,Cookardinia,11,48,59,0,59,0.1864,0.8136,1.0,0.0
NSW,Cooks Hill,558,300,858,7,865,0.6503,0.3497,0.9919,0.0081
NSW,Cooks Hill South,1227,854,2081,21,2102,0.5896,0.4104,0.99,0.01
NSW,Coolabah,4,46,50,0,50,0.08,0.92,1.0,0.0
NSW,Coolac,62,161,223,1,224,0.278,0.722,0.9955,0.0045
NSW,Coolah,223,602,825,3,828,0.2703,0.7297,0.9964,0.0036
NSW,Coolamon,233,807,1040,7,1047,0.224,0.776,0.9933,0.0067
NSW,Coolatai,18,69,87,0,87,0.2069,0.7931,1.0,0.0
NSW,Coolongolook,44,100,144,0,144,0.3056,0.6944,1.0,0.0
NSW,Cooma,903,1049,1952,13,1965,0.4626,0.5374,0.9934,0.0066
NSW,Cooma Hospital,129,160,289,2,291,0.4464,0.5536,0.9931,0.0069
NSW,Cooma North,484,694,1178,10,1188,0.4109,0.5891,0.9916,0.0084
NSW,Cooma South,291,370,661,2,663,0.4402,0.5598,0.997,0.003
NSW,Coomba Park,117,180,297,4,301,0.3939,0.6061,0.9867,0.0133
NSW,Coonabarabran,625,1589,2214,18,2232,0.2823,0.7177,0.9919,0.0081
NSW,Coonamble,473,1418,1891,21,1912,0.2501,0.7499,0.989,0.011
NSW,Cooper Park,553,361,914,5,919,0.605,0.395,0.9946,0.0054
NSW,Coopernook,105,274,379,3,382,0.277,0.723,0.9921,0.0079
NSW,Coorabell,63,50,113,1,114,0.5575,0.4425,0.9912,0.0088
NSW,Cooranbong,313,475,788,5,793,0.3972,0.6028,0.9937,0.0063
NSW,Cootamundra,858,1477,2335,22,2357,0.3675,0.6325,0.9907,0.0093
NSW,Cootamundra High,404,679,1083,11,1094,0.373,0.627,0.9899,0.0101
NSW,Cootamundra South,290,362,652,4,656,0.4448,0.5552,0.9939,0.0061
NSW,Copacabana,742,530,1272,9,1281,0.5833,0.4167,0.993,0.007
NSW,Copmanhurst,105,215,320,1,321,0.3281,0.6719,0.9969,0.0031
NSW,Coraki,306,622,928,4,932,0.3297,0.6703,0.9957,0.0043
NSW,Coramba,143,214,357,2,359,0.4006,0.5994,0.9944,0.0056
NSW,Corindi,248,370,618,0,618,0.4013,0.5987,1.0,0.0
NSW,Corlette,772,827,1599,5,1604,0.4828,0.5172,0.9969,0.0031
NSW,Corndale,63,65,128,2,130,0.4922,0.5078,0.9846,0.0154
NSW,Corowa,741,1240,1981,16,1997,0.3741,0.6259,0.992,0.008
NSW,Corowa Hospital,341,635,976,7,983,0.3494,0.6506,0.9929,0.0071
NSW,Corowa South,235,393,628,4,632,0.3742,0.6258,0.9937,0.0063
NSW,Corrimal,1298,1343,2641,26,2667,0.4915,0.5085,0.9903,0.0097
NSW,Corrimal East,1503,1657,3160,34,3194,0.4756,0.5244,0.9894,0.0106
NSW,Coster Street,569,538,1107,2,1109,0.514,0.486,0.9982,0.0018
NSW,Coutts Crossing,235,511,746,4,750,0.315,0.685,0.9947,0.0053
NSW,Cowan,159,148,307,4,311,0.5179,0.4821,0.9871,0.0129
NSW,Cowper,123,243,366,1,367,0.3361,0.6639,0.9973,0.0027
